date,open,high,low,close,adj_close,volume,dividend,split
2000/5/24,1680.1399999999999,1738.34,1654.05,1714.93,739.38,293939900,0.0,30.0
2000/5/25,1716.15,1745.5,1661.49,1680.69,722.43,232399400,0.0,30.0
2000/5/26,1683.35,1711.19,1655.22,1679.25,721.58,138277267,0.0,30.0
2000/5/3,1839.29,1861.55,1780.15,1809.42,739.79,200550034,0.03,30.0
2000/5/30,1693.86,1730.73,1674.22,1718.09,741.95,174986867,0.0,30.0
2000/5/31,1716.72,1748.9,1692.39,1713.75,742.66,177523567,0.29,30.0
2000/5/4,1818.71,1839.93,1778.21,1797.18,733.58,166946433,0.0,30.0
2000/5/5,1789.82,1841.04,1774.17,1822.93,744.89,156513834,0.0,30.0
2000/5/8,1812.53,1853.42,1788.43,1829.04,745.99,180162967,0.13,30.0
2000/5/9,1833.79,1855.0,1790.81,1812.15,740.19,204432733,0.0,30.0
2000/6/1,1720.79,1761.34,1697.68,1738.3799999999999,753.9,200874967,0.0,30.0
2000/6/12,1709.3,1729.47,1671.94,1689.1299999999999,743.95,141326900,0.0,30.5
2000/6/13,1688.59,1737.73,1670.17,1721.85,760.45,158250900,0.21000000000000002,30.0
2000/6/14,1730.48,1762.15,1703.22,1731.35,767.01,177422400,0.18,30.0
2000/6/15,1735.39,1766.75,1712.51,1745.57,773.68,186054500,0.0,30.0
2000/6/16,1743.2,1758.26,1698.22,1713.67,759.51,233021900,0.0,30.0
2000/6/19,1717.88,1766.83,1686.97,1739.0,770.6,187458200,0.0,30.0
2000/6/2,1781.21,1806.55,1740.44,1769.86,773.49,225908700,0.0,30.0
2000/6/20,1733.44,1759.08,1700.6,1723.33,758.97,199299400,0.0,30.0
2000/6/21,1671.55,1704.4,1650.87,1685.6,759.12,207932200,0.0,31.0
2000/6/22,1681.75,1698.61,1641.14,1658.25,744.73,176935100,0.0,30.0
2000/6/23,1666.42,1690.04,1641.07,1661.84,746.94,144888100,0.0,30.0
2000/6/26,1671.35,1707.11,1655.35,1686.98,758.38,160183000,0.0,30.0
2000/6/27,1686.71,1715.34,1660.26,1679.37,754.81,160401200,0.0,30.0
2000/6/28,1681.91,1718.69,1660.17,1689.6,759.04,156794600,0.27,30.0
2000/6/29,1677.95,1713.59,1652.76,1679.88,755.6,171145000,0.0,30.0
2000/6/30,1676.68,1721.44,1645.52,1694.33,763.94,215181400,0.0,30.0
2000/6/5,1765.52,1792.83,1739.27,1760.49,769.29,155406367,0.0,30.0
2000/6/6,1755.37,1784.29,1723.8899999999999,1747.77,762.53,173753067,0.0,30.0
2000/6/7,1750.84,1788.67,1723.99,1763.8,770.39,159557967,0.0,30.0
2000/6/8,1760.81,1779.77,1719.28,1742.23,760.65,189667467,0.0,30.0
2000/6/9,1751.52,1776.59,1711.5,1734.56,754.58,145364667,0.0,30.0
2000/7/10,1728.3500000000001,1759.7,1706.3899999999999,1729.61,780.32,164253500,0.0,30.0
2000/7/11,1728.04,1765.15,1709.05,1736.0900000000001,781.88,165622900,0.0,30.0
2000/7/12,1746.05,1771.24,1718.06,1746.19,787.13,159463400,0.0,30.0
2000/7/13,1745.3,1770.08,1703.69,1728.53,780.4,215230600,0.0,30.0
2000/7/14,1727.33,1751.98,1703.78,1731.5,784.23,189516000,0.0,30.0
2000/7/17,1736.54,1761.61,1710.32,1736.99,785.22,180386800,0.0,30.0
2000/7/18,1728.02,1753.51,1704.38,1731.85,785.09,181098900,0.34,30.0
2000/7/19,1731.33,1754.79,1694.26,1716.18,781.34,227836800,0.35,30.0
2000/7/20,1725.74,1760.77,1705.3,1738.17,794.59,221960400,0.12,30.0
2000/7/21,1738.91,1763.38,1709.44,1732.43,794.03,185421700,0.0,30.0
2000/7/24,1732.33,1761.67,1696.47,1719.17,787.53,175637400,0.0,30.0
2000/7/25,1727.81,1751.42,1696.68,1726.22,792.46,169761700,0.0,30.0
2000/7/26,1721.03,1748.16,1687.1599999999999,1705.69,782.4,219599000,0.0,30.0
2000/7/27,1713.74,1753.2,1691.92,1721.9,786.05,179753000,0.0,30.0
2000/7/28,1728.08,1747.59,1673.14,1697.71,773.81,205538200,0.0,30.0
2000/7/3,1690.21,1719.18,1676.68,1709.48,767.57,74670100,0.66,30.0
2000/7/31,1631.08,1659.34,1604.6399999999999,1629.32,772.51,185544050,0.0,31.0
2000/7/5,1705.8,1732.62,1671.94,1700.37,765.57,169929400,0.08,30.0
2000/7/6,1693.01,1727.95,1664.98,1705.61,766.05,175369300,0.05,30.0
2000/7/7,1712.2,1751.18,1692.8,1732.59,781.35,182457500,0.0,30.0
2000/8/1,1628.14,1665.81,1607.51,1640.22,777.64,176343400,0.0,30.0
