date,open,high,low,close,adj_close,volume,dividend,split,DIFF,DEA,MACD,MACDS
2018/3/13,129.404,130.31699999999998,127.53999999999999,128.10933333333332,114.914,9624655.3,0.0,1.0,0.023741102338505016,0.02585799233883212,-0.0021168900003271027,-0.004233780000654205
2018/3/14,128.70966666666666,129.15266666666668,126.25433333333334,127.01533333333333,113.961,8858291.8,0.029,1.0,0.06394864264223088,0.03347612239951187,0.030472520242719008,0.060945040485438015
2018/3/15,127.36866666666667,128.59466666666668,126.35866666666668,127.51433333333333,114.41733333333333,7954581.166666667,0.0,1.0,0.1345277851292792,0.05368645494546534,0.08084133018381387,0.16168266036762774
2018/3/16,127.59899999999999,128.785,126.90799999999999,127.80466666666668,114.69800000000001,15900597.466666667,0.0,1.0,0.21145224774112137,0.08523961350459655,0.12621263423652482,0.25242526847304964
2018/3/19,127.261,127.765,124.98433333333332,126.01266666666668,113.10733333333334,9260999.133333333,0.0,1.0,0.1263594221778419,0.09346357523924562,0.03289584693859629,0.06579169387719258
2018/3/2,124.284,126.062,123.199,125.51633333333334,112.521,11667501.9,0.006666666666666667,1.0,0.01865771832613916,0.07850240385662433,-0.059844685530485164,-0.11968937106097033
2018/3/20,126.31,127.498,125.67433333333334,126.58033333333333,113.64966666666668,7450291.333333333,0.0,1.0,0.018940910826088952,0.06659010525051726,-0.047649194424428304,-0.09529838884885661
2018/3/21,126.47033333333334,127.99666666666667,125.53766666666667,126.20033333333335,113.366,8463968.3,0.0,1.0,-0.011366455857171331,0.05099879302897954,-0.06236524888615087,-0.12473049777230175
2018/3/22,124.916,125.65633333333334,122.23666666666666,122.473,109.95033333333335,11139307.266666668,0.0,1.0,-0.33231914345773816,-0.025664794268364002,-0.3066543491893742,-0.6133086983787484
2018/3/23,122.82966666666667,123.82300000000001,119.92933333333333,120.15233333333335,107.88866666666667,11840687.633333333,0.0,1.0,-0.7651150955460366,-0.17355485452389852,-0.5915602410221381,-1.1831204820442762
2018/3/26,122.22833333333332,124.04899999999999,121.089,123.68533333333333,111.00266666666667,11303571.533333333,0.0,1.0,-0.8136462250107002,-0.30157312862125885,-0.5120730963894413,-1.0241461927788826
2018/3/27,124.29166666666667,125.13933333333333,120.77199999999999,121.63799999999999,109.18333333333334,11113251.766666668,0.0,1.0,-1.0057169060251567,-0.4424018841020384,-0.5633150219231183,-1.1266300438462367
